customer_ID,Recency,Frequency,Monetary,Segment
15084,12,16,586.98,Loyal
13967,96,17,586.78,Loyal
3128,411,7,586.67,Loyal
4225,69,14,585.28,Loyal
11766,324,6,583.88,Loyal
8351,19,13,582.67,Loyal
23388,282,8,582.61,Loyal
9572,233,3,581.91,Loyal
5192,293,14,581.89,Loyal
11832,63,10,581.29,Loyal
9993,15,9,581.16,Loyal
5404,78,14,580.19,Loyal
2931,19,12,580.13,Loyal
344,36,17,580.12,Loyal
20306,117,9,579.67,Loyal
13328,34,10,579.63,Loyal
19038,229,4,579.3,Loyal
1633,166,12,578.84,Loyal
6163,105,10,578.25,Loyal
19219,20,13,578.18,Loyal
4383,69,13,578.02,Loyal
16320,46,13,577.37,Loyal
7452,29,9,577.21,Loyal
21761,79,7,576.23,Loyal
3589,145,8,575.9,Loyal
7854,83,14,575.43,Loyal
2717,45,14,574.9,Loyal
11033,268,9,573.29,Loyal
12852,119,14,572.27,Loyal
389,24,10,571.76,Loyal
6837,307,10,571.58,Loyal
15808,106,6,571.08,Loyal
20914,61,4,568.41,Loyal
20201,19,12,568.35,Loyal
9812,28,11,567.38,Loyal
19058,241,6,567.25,Loyal
7329,61,9,566.51,Loyal
6804,0,13,566.42,Loyal
2534,21,14,566.05,Loyal
1874,56,9,565.24,Loyal
19909,29,14,564.28,Loyal
18087,57,7,563.24,Loyal
22893,15,10,562.67,Loyal
22924,0,16,562.54,Loyal
14108,46,4,562.29,Loyal
5917,35,14,561.52,Loyal
17255,45,6,560.4,Loyal
17888,130,16,560.37,Loyal
13523,261,17,559.36,Loyal
8655,87,7,559.26,Loyal
9281,139,13,558.63,Loyal
3981,0,12,557.76,Loyal
18424,83,16,557.37,Loyal
18271,54,12,556.28,Loyal
18155,387,10,556.17,Loyal
7792,292,8,556.07,Loyal
14646,93,8,555.31,Loyal
850,237,6,553.71,Loyal
4119,74,10,552.35,Loyal
20676,222,13,551.99,Loyal
10954,42,11,551.46,Loyal
3415,113,5,551,Loyal
14910,285,9,550.67,Loyal
5649,78,8,550.06,Loyal
21529,117,9,549.61,Loyal
12191,175,7,548.65,Loyal
16607,29,16,548.03,Loyal
10258,2,12,547.57,Loyal
14661,449,6,546.53,Loyal
7377,66,16,545.68,Loyal
7152,357,7,545.47,Loyal
7516,77,10,545.22,Loyal
23000,120,4,544.86,Loyal
15238,463,1,544.83,Promising
13475,308,9,542.63,Loyal
5677,149,5,542.1,Loyal
14084,243,10,541.66,Loyal
12750,28,10,539.98,Loyal
6225,6,14,539.56,Loyal
12056,98,14,538.62,Loyal
11572,19,10,537.66,Loyal
2661,101,11,536.59,Loyal
10639,37,11,535.91,Loyal
1414,109,10,535.06,Loyal
1791,15,10,534.95,Loyal
17178,105,10,534.87,Loyal
22939,69,9,534.73,Loyal
7649,238,8,534.27,Loyal
14930,130,13,534.07,Loyal
19056,8,16,533.64,Loyal
13638,32,14,533.29,Loyal
3356,38,6,532.13,Loyal
13361,373,4,530.44,Promising
22624,93,13,529.15,Loyal
20594,65,6,527.41,Loyal
5180,24,6,526.8,Loyal
18499,75,8,526.34,Loyal
11483,94,7,525.19,Loyal
15010,4,11,524.89,Loyal
10613,93,13,523.72,Loyal
16718,86,11,523.49,Loyal
20115,55,5,523.2,Loyal
9965,341,5,521.72,Loyal
10517,464,3,521.32,Promising
12108,6,17,521.25,Loyal
20400,49,10,521.01,Loyal
15624,181,10,519.4,Loyal
4476,8,10,517.78,Loyal
8027,212,13,517.39,Loyal
6884,200,8,517.26,Loyal
15815,45,11,516.96,Loyal
4755,21,12,516.18,Loyal
13520,99,5,516.05,Loyal
12154,19,7,515.82,Loyal
14790,19,7,514.36,Loyal
21421,17,11,513.82,Loyal
9933,159,4,513.49,Loyal
8950,49,6,512.99,Loyal
10924,107,6,512.75,Loyal
10591,450,4,512.64,Promising
16097,43,6,512.13,Loyal
2509,100,6,511.12,Loyal
9208,15,5,510.77,Loyal
11213,152,7,510.31,Loyal
15386,26,11,509.42,Loyal
457,536,3,509.26,Promising
1572,290,9,508.81,Loyal
15838,284,7,508.42,Loyal
9661,7,11,508.05,Loyal
18573,1,7,507.76,Loyal
15003,492,1,506.97,Promising
17072,56,10,506.48,Loyal
6888,44,13,506.26,Loyal
14305,30,16,506.21,Loyal
21817,153,11,505.19,Loyal
11839,192,9,503.51,Loyal
10306,20,7,503.42,Loyal
11494,36,5,501.52,Loyal
3795,35,16,501.49,Loyal
3486,3,9,501.06,Loyal
8462,60,10,500.63,Loyal
14577,3,7,500.22,Loyal
14940,201,5,499.41,Loyal
12272,16,14,499.06,Loyal
7526,200,8,498.01,Loyal
4985,27,11,497.12,Loyal
20391,199,9,496.99,Loyal
23340,47,10,495.45,Loyal
4078,131,13,495.33,Loyal
23313,72,10,495.29,Loyal
22937,83,10,494.61,Loyal
4072,17,17,494.05,Loyal
9651,497,1,493.91,Promising
4780,84,6,493.6,Loyal
19369,27,14,493.45,Loyal
980,19,8,493.23,Loyal
6432,61,16,492.6,Loyal
18984,223,11,492.06,Loyal
4885,144,7,491.41,Loyal
8381,74,9,491,Loyal
4945,396,4,490.31,Promising
13122,324,7,490.1,Loyal
21892,15,16,489.7,Loyal
1893,54,15,489.18,Loyal
13332,13,15,488.92,Loyal
609,204,8,488.33,Loyal
6851,269,3,486.85,Promising
18675,418,4,486.54,Promising
11603,48,9,486.04,Loyal
15379,113,4,485.95,Loyal
21791,276,9,484.58,Loyal
11515,0,7,484.49,Loyal
5068,63,12,484.14,Loyal
10820,32,8,484.03,Loyal
16640,45,7,483.32,Loyal
3982,60,7,483.18,Loyal
22802,8,9,483.03,Loyal
14099,296,7,482.8,Loyal
22676,74,13,482.72,Loyal
1510,5,16,482.21,Loyal
22099,295,7,482.12,Loyal
12600,59,16,481.31,Loyal
11905,96,8,481.3,Loyal
9744,60,13,481.13,Loyal
4766,235,2,480.49,Promising
15385,6,17,480.16,Loyal
19036,43,14,479.43,Loyal
3544,438,6,478.87,Loyal
456,222,7,478.53,Loyal
8670,32,9,477.54,Loyal
12559,366,17,477.39,Loyal
15637,87,10,477.35,Loyal
20242,20,15,476.75,Loyal
7250,174,5,476.1,Loyal
10719,62,7,476.01,Loyal
8555,38,13,475.53,Loyal
6379,296,5,475.04,Loyal
4115,211,16,474.73,Loyal
12483,57,10,473.53,Loyal
8227,338,3,473.33,Promising
19439,184,7,473.07,Loyal
8697,119,12,472.47,Loyal
13171,146,5,472.28,Loyal
18712,225,9,472.25,Loyal
22741,175,7,472.21,Loyal
19199,92,6,471.98,Loyal
20824,109,10,471.5,Loyal
1417,199,4,471.44,Loyal
1354,407,2,471.1,Promising
7734,9,10,470.83,Loyal
5104,132,5,470.73,Loyal
4520,41,14,470.45,Loyal
17319,32,9,469.02,Loyal
18866,91,8,468.99,Loyal
2073,536,2,468.53,Promising
11827,48,5,468.36,Loyal
11021,3,11,468.12,Loyal
1171,30,13,468.04,Loyal
8218,21,10,467.78,Loyal
10855,169,7,467.69,Loyal
12983,87,12,467.68,Loyal
6368,335,3,467.62,Promising
11466,135,11,467.13,Loyal
3402,61,12,466.75,Loyal
7721,205,11,466.59,Loyal
836,230,4,466.46,Loyal
11630,93,8,465.39,Loyal
17391,43,15,465.37,Loyal
711,15,17,465.1,Loyal
22909,445,4,465.04,Promising
16774,115,10,463.89,Loyal
20425,71,8,463.81,Loyal
1176,2,15,462.94,Loyal
16214,54,11,462.5,Loyal
3442,235,6,461.91,Loyal
12993,133,8,461.75,Loyal
22607,173,7,461.71,Loyal
3125,384,6,461.35,Loyal
19500,14,16,461.31,Loyal
10882,265,6,460.14,Loyal
3409,121,10,460.11,Loyal
15305,41,13,459.89,Loyal
16212,233,5,459.85,Loyal
12892,107,15,459.8,Loyal
20357,442,7,459.66,Loyal
1610,147,17,458.16,Loyal
6397,107,11,458.16,Loyal
808,21,6,458.13,Loyal
7562,55,4,458.02,Loyal
18340,125,6,457.89,Loyal
21321,4,9,457.83,Loyal
21977,239,9,457.17,Loyal
19207,18,13,456.81,Loyal
2810,229,5,456.79,Loyal
16477,62,13,456.63,Loyal
5893,144,13,456.22,Loyal
22152,208,10,455.32,Loyal
17062,300,9,454.09,Loyal
15503,81,8,453.99,Loyal
846,88,7,452.28,Loyal
7906,95,3,451.7,Loyal
12579,62,12,451.65,Loyal
6060,164,6,450.32,Loyal
19202,32,7,450.31,Loyal
5867,6,14,450.18,Loyal
11693,32,13,450.18,Loyal
1170,40,11,450.1,Loyal
6089,15,11,450.01,Loyal
19080,459,3,449.41,Promising
1711,23,11,447.95,Loyal
7730,425,6,447.7,Loyal
18547,99,7,447.6,Loyal
21834,191,6,447.41,Loyal
20345,62,6,447.09,Loyal
1661,21,13,446.88,Loyal
4741,106,8,446.75,Loyal
16119,46,11,446.3,Loyal
5336,3,11,446.06,Loyal
1566,339,5,445.91,Loyal
52,53,8,445.68,Loyal
6494,39,12,445.47,Loyal
22665,61,8,445.23,Loyal
14776,254,5,445.04,Loyal
9307,116,8,444.46,Loyal
15528,90,9,444.28,Loyal
16098,68,5,444.27,Loyal
6051,15,9,443.82,Loyal
9798,88,5,443.41,Loyal
7461,46,12,443.21,Loyal
21619,36,7,443.17,Loyal
8871,475,7,442.74,Loyal
11938,24,12,442.56,Loyal
12807,202,7,442.51,Loyal
10242,8,14,442.38,Loyal
12939,106,6,442.35,Loyal
9154,8,15,442.33,Loyal
10027,68,4,441.51,Loyal
3558,261,7,441.36,Loyal
21281,40,9,441.05,Loyal
938,108,4,441.01,Loyal
16033,445,2,439.49,Promising
16465,293,4,439.21,Promising
9863,46,17,438.92,Loyal
7596,49,11,438.48,Loyal
5553,233,7,438.06,Loyal
8863,108,8,437.7,Loyal
13676,203,8,437.25,Loyal
9362,510,1,436.91,Promising
5784,46,10,436.85,Loyal
8183,115,12,436.8,Loyal
5988,29,15,436.63,Loyal
7291,36,4,436.04,Loyal
29,65,12,435.81,Loyal
6145,23,12,435.35,Loyal
12941,452,3,434.97,Promising
6799,7,10,434.86,Loyal
2547,135,11,434.74,Loyal
10606,261,12,434.07,Loyal
11584,64,7,433.74,Loyal
19906,67,17,433.56,Loyal
13787,126,7,433.54,Loyal
1410,28,6,433.19,Loyal
13078,22,6,433.08,Loyal
3887,23,9,433.05,Loyal
6950,519,1,432.76,Promising
2784,120,8,432.65,Loyal
1741,34,16,432.6,Loyal
10370,0,9,432.58,Loyal
3528,122,15,432.48,Loyal
5956,7,17,432.44,Loyal
14112,18,13,432.01,Loyal
12238,85,10,431.94,Loyal
6022,429,2,431.8,Promising
4474,179,5,431.74,Loyal
12060,45,9,431.66,Loyal
21365,27,11,431.05,Loyal
19708,75,9,430.83,Loyal
81,276,14,430.69,Loyal
10586,54,3,430.32,Loyal
14768,17,11,430.19,Loyal
2124,29,8,429.53,Loyal
6209,130,17,428.8,Loyal
8431,62,10,428.49,Loyal
16319,50,7,428.09,Loyal
6951,17,11,427.9,Loyal
19923,63,11,427.69,Loyal
7955,82,13,427.49,Loyal
20734,449,3,427.36,Promising
23096,100,4,426.99,Loyal
3015,144,9,426.89,Loyal
19627,6,17,426.27,Loyal
3110,218,6,426.12,Loyal
5034,21,10,426.02,Loyal
5386,2,13,425.96,Loyal
11390,109,8,425.96,Loyal
12058,231,3,425.83,Promising
3428,61,10,425.71,Loyal
12747,123,15,425.66,Loyal
16466,61,10,425.56,Loyal
14314,3,9,425.46,Loyal
14118,139,10,425.38,Loyal
9531,39,11,424.93,Loyal
11055,25,7,424.49,Loyal
3229,38,15,424.41,Loyal
8398,7,5,424.11,Loyal
8634,108,7,423.91,Loyal
9870,166,8,423.91,Loyal
9000,95,5,423.86,Loyal
12102,11,11,423.17,Loyal
9666,49,11,422.96,Loyal
23041,15,10,422.75,Loyal
13588,119,5,422.7,Loyal
15033,461,2,422.66,Promising
5401,4,4,422.36,Loyal
5550,339,8,422.2,Loyal
22532,223,12,421.04,Loyal
2308,118,3,420.81,Loyal
4864,46,6,420.37,Loyal
8017,41,17,420.17,Loyal
16340,238,5,419.5,Loyal
7471,52,14,419.44,Loyal
15770,21,10,417.72,Loyal
1488,79,4,417.24,Loyal
11634,349,10,417.19,Loyal
19156,199,9,417.09,Loyal
1765,26,7,417.04,Loyal
161,29,11,416.91,Loyal
21907,153,5,416.69,Loyal
22436,55,7,416.09,Loyal
19737,23,7,416.09,Loyal
3157,95,10,415.81,Loyal
3948,160,14,415.57,Loyal
18496,25,10,415.42,Loyal
1167,73,8,415.29,Loyal
6187,40,10,415.23,Loyal
22930,98,5,415.23,Loyal
10768,66,12,415.03,Loyal
4478,8,14,415.02,Loyal
12843,21,14,414.94,Loyal
6273,168,14,414.86,Loyal
6562,17,13,414.55,Loyal
18787,47,10,414.51,Loyal
15298,2,12,414.19,Loyal
5808,42,6,413.79,Loyal
7969,9,11,413.24,Loyal
18915,38,6,413.05,Loyal
13823,71,7,413.03,Loyal
323,8,9,412.75,Loyal
12024,158,11,412.47,Loyal
13453,168,7,412.39,Loyal
1551,16,6,411.89,Loyal
339,221,5,411.84,Loyal
691,2,13,411.62,Loyal
19320,5,9,411.55,Loyal
11227,95,4,411.44,Loyal
20740,124,9,411.07,Loyal
10339,24,12,411.04,Loyal
19820,136,6,410.59,Loyal
2021,119,8,409.91,Loyal
11093,206,8,409.88,Loyal
3614,197,9,409.5,Loyal
3812,153,4,409.21,Loyal
17863,68,5,409.19,Loyal
21475,30,11,408.48,Loyal
13094,56,6,408.36,Loyal
21878,41,10,408.29,Loyal
13782,396,12,408.21,Loyal
2223,20,10,408.03,Loyal
16484,35,9,407.45,Loyal
6663,128,12,407.06,Loyal
4440,20,13,405.91,Loyal
13487,72,11,405.31,Loyal
11066,44,15,404.96,Loyal
3413,124,8,404.77,Loyal
20985,45,6,404.45,Loyal
3332,3,10,404.45,Loyal
14996,16,7,404.36,Loyal
4683,42,5,404.34,Loyal
13546,13,12,404.33,Loyal
20504,132,8,404.31,Loyal
6872,2,4,403.83,Loyal
4828,21,9,403.69,Loyal
1205,321,6,403.25,Loyal
2108,39,8,402.94,Loyal
2081,187,9,402.89,Loyal
2629,214,8,402.79,Loyal
6761,24,12,402.22,Loyal
9750,31,9,401.76,Loyal
4594,258,4,401.64,Loyal
13384,98,7,401.27,Loyal
4503,98,9,401.21,Loyal
4359,487,2,400.84,Promising
8970,20,9,400.38,Loyal
7148,203,7,400.16,Loyal
19352,3,7,400,Loyal
10009,243,4,399.97,Loyal
22274,117,6,399.94,Loyal
16785,117,4,399.67,Loyal
19912,315,9,399.65,Loyal
19946,476,1,399.63,Promising
979,96,6,399.59,Loyal
15619,246,8,399.59,Loyal
8494,77,10,399.58,Loyal
19699,28,9,399.53,Loyal
10101,29,9,399.14,Loyal
5657,74,7,398.59,Loyal
5747,146,6,398.55,Loyal
14898,43,10,398.39,Loyal
16093,30,4,398.29,Loyal
7309,59,6,397.42,Loyal
5779,366,3,396.6,Promising
8454,114,6,396.06,Loyal
19438,23,10,395.99,Loyal
6117,102,13,395.98,Loyal
14726,28,12,395.77,Loyal
14350,30,6,395.12,Loyal
773,190,10,394.8,Loyal
11771,25,10,394.49,Loyal
18046,61,12,394.29,Loyal
11876,213,8,393.96,Loyal
9181,4,16,393.79,Loyal
12953,70,15,392.61,Loyal
6072,135,7,392.5,Loyal
15500,273,16,392.44,Loyal
2738,142,13,392.38,Loyal
933,449,7,392.04,Loyal
12336,1,10,391.87,Loyal
6283,23,5,391.37,Loyal
5125,37,7,391.21,Loyal
5345,201,5,390.98,Loyal
18324,55,2,390.93,Loyal
1769,31,8,390.79,Loyal
3481,155,10,390.73,Loyal
9230,337,4,390.48,Promising
13504,441,3,390.35,Promising
8333,510,1,390.03,Promising
14296,68,12,389.93,Loyal
3882,12,14,389.92,Loyal
11371,76,10,389.91,Loyal
1248,90,5,389.84,Loyal
12838,57,15,389.64,Loyal
11903,20,16,389.5,Loyal
8022,0,3,389.44,Loyal
5878,12,7,389.03,Loyal
20732,4,8,388.89,Loyal
1314,28,14,388.7,Loyal
22637,60,9,388.61,Loyal
7130,30,7,388.54,Loyal
10533,96,11,388.5,Loyal
14146,4,12,388.47,Loyal
17142,21,11,388.31,Loyal
626,42,4,387.87,Loyal
6315,12,8,387.8,Loyal
21628,111,7,387.71,Loyal
14015,134,10,387.07,Loyal
2164,39,12,386.73,Loyal
15514,209,2,386.7,Promising
295,95,4,386.58,Loyal
1494,17,11,386.47,Loyal
1594,30,9,386.45,Loyal
10113,45,13,386.34,Loyal
17814,10,12,386.26,Loyal
2562,482,3,385.99,Promising
5,178,11,385.61,Loyal
18259,70,16,385.58,Loyal
15035,60,15,384.92,Loyal
14507,158,7,384.79,Loyal
15583,266,9,384.43,Loyal
9458,74,8,384.38,Loyal
7469,83,12,384.22,Loyal
9465,25,9,384.07,Loyal
22748,20,9,384.06,Loyal
9743,37,5,383.47,Loyal
8032,166,10,383.34,Loyal
19772,139,5,383.28,Loyal
17959,40,6,383.2,Loyal
7163,518,1,382.62,Promising
8132,20,10,382.42,Loyal
16330,65,13,382.27,Loyal
1160,509,3,382.23,Promising
13855,34,13,382.18,Loyal
8121,93,7,382.08,Loyal
21230,180,9,382.01,Loyal
23162,4,10,381.99,Loyal
19329,0,15,381.98,Loyal
1695,28,12,381.96,Loyal
16046,251,2,381.75,Promising
2166,12,11,381.68,Loyal
15788,28,16,381.59,Loyal
14998,16,11,381.49,Loyal
15259,98,8,381.28,Loyal
3070,533,1,381,Promising
13263,334,2,380.83,Promising
1970,3,13,379.87,Loyal
13275,19,12,379.78,Loyal
22435,61,9,379.6,Loyal
7956,65,7,379.47,Loyal
11006,172,7,379.25,Loyal
23105,25,10,378.73,Loyal
10085,99,11,378.46,Loyal
12883,395,3,378.38,Promising
6295,205,4,378.26,Loyal
11326,114,5,378.11,Loyal
18718,295,9,378.02,Loyal
2438,373,7,377.93,Loyal
2210,159,13,377.73,Loyal
21781,105,11,377.11,Loyal
20793,96,8,377.07,Loyal
18103,69,10,376.84,Loyal
6126,39,13,376.82,Loyal
3184,25,8,376.77,Loyal
15163,130,12,376.45,Loyal
10263,442,2,376.4,Promising
2307,118,12,375.84,Loyal
22472,299,2,375.6,Promising
3214,387,5,375.46,Promising
13032,8,16,375.25,Loyal
1626,167,4,374.86,Loyal
602,333,3,374.6,Promising
16430,78,12,374.5,Loyal
12999,3,10,374.47,Loyal
9027,109,6,374.31,Loyal
19020,242,5,374.28,Loyal
7213,26,15,374.14,Loyal
23251,462,1,374,Promising
15424,412,3,373.86,Promising
16853,45,13,373.61,Loyal
8648,270,5,373.34,Loyal
5876,75,12,373.27,Loyal
18623,16,14,373.27,Loyal
8943,196,7,373.06,Loyal
15289,143,12,372.42,Loyal
22549,7,9,372.35,Loyal
13888,32,13,372.31,Loyal
21905,94,15,372.19,Loyal
19217,30,6,372.17,Loyal
16836,267,4,372.02,Promising
17725,17,12,371.96,Loyal
3701,56,6,371.81,Loyal
16284,413,8,371.34,Loyal
23147,19,10,371.29,Loyal
10347,30,8,371.23,Loyal
6591,5,12,371.08,Loyal
1183,11,8,371.08,Loyal
3283,50,12,370.84,Loyal
11311,94,7,370.26,Loyal
3523,88,10,370.06,Loyal
16919,10,14,370.04,Loyal
21350,231,2,370,Promising
23362,49,14,369.77,Loyal
18215,84,9,369.58,Loyal
13691,344,8,369.38,Loyal
12651,444,5,369.11,Promising
16589,60,17,369.11,Loyal
17310,6,10,369.05,Loyal
15377,47,11,368.89,Loyal
8450,107,4,368.81,Loyal
10588,34,5,368.67,Loyal
15335,27,11,368.21,Loyal
17751,85,12,368.17,Loyal
4642,13,10,368.02,Loyal
1983,137,7,367.88,Loyal
5427,246,6,367.87,Loyal
1185,230,5,367.82,Loyal
16695,15,7,367.51,Loyal
51,211,6,367.38,Loyal
64,5,13,367.37,Loyal
17252,42,16,366.97,Loyal
9719,69,7,366.91,Loyal
2543,411,3,366.87,Promising
13425,10,8,366.6,Loyal
3496,9,12,366.55,Loyal
3788,20,8,366.44,Loyal
21447,30,7,366.44,Loyal
21765,102,7,366.26,Loyal
11225,21,10,365.74,Loyal
22269,124,4,365.66,Loyal
21663,106,5,365.58,Loyal
5549,60,4,365.43,Loyal
5119,220,10,365.41,Loyal
6753,21,15,365.36,Loyal
21975,434,4,364.92,Promising
19945,207,6,364.75,Loyal
6813,76,6,364.69,Loyal
14610,8,10,364.62,Loyal
12453,57,15,364.5,Loyal
18316,313,10,364.42,Loyal
1400,46,7,364.32,Loyal
4893,235,4,364.3,Loyal
11610,19,9,364.25,Loyal
5863,240,10,364.15,Loyal
15457,92,5,363.57,Loyal
16660,19,15,363.49,Loyal
3163,97,14,363.31,Loyal
21603,70,8,363.27,Loyal
23285,39,8,363.04,Loyal
15123,24,8,363.02,Loyal
1623,56,7,362.85,Loyal
17759,2,16,362.66,Loyal
16378,35,8,362.29,Loyal
1468,16,11,362.23,Loyal
15174,3,15,362.15,Loyal
20048,333,3,362.11,Promising
15438,4,11,362.07,Loyal
2064,185,11,362.04,Loyal
2078,23,6,361.72,Loyal
18441,208,7,361.65,Loyal
8297,514,1,361.57,Promising
